algoritmo,tamano,tiempo,complejidad,operaciones_reales,operaciones_normalizadas,ratio_ops_tamano,log_operaciones,log_tamano,tiempo_normalizado
merge_sort,10,0.00020031929016113282,O(n log n),116,1.1485148514851484,11.6,4.762173934797756,2.3978952727983707,1.9833593085260677e-06
merge_sort,15,0.0011016368865966798,O(n log n),191,0.8451327433628318,12.733333333333333,5.2574953720277815,2.772588722239781,4.874499498215397e-06
merge_sort,20,0.0008018732070922852,O(n log n),290,0.7231920199501247,14.5,5.673323267171493,3.044522437723423,1.9996838082101876e-06
merge_sort,25,0.0001998424530029297,O(n log n),378,0.6038338658146964,15.12,5.937536205082426,3.258096538021482,3.1923714537209216e-07
merge_sort,30,0.00030026435852050783,O(n log n),488,0.5416204217536071,16.266666666666666,6.192362489474872,3.4339872044851463,3.332567797119954e-07
merge_sort,50,0.0008017539978027344,O(n log n),916,0.3662534986005598,18.32,6.821107472256465,3.9318256327243257,3.205733697731845e-07
merge_sort,75,0.0010017156600952148,O(n log n),1518,0.2698186988979737,20.24,7.325807502595773,4.330733340286331,1.7805113048261905e-07
merge_sort,100,0.0017027616500854491,O(n log n),2158,0.21577842215778423,21.58,7.677400430514807,4.61512051684126,1.7025913909463546e-07
merge_sort,150,0.0021459034511021207,O(n log n),3476,0.15448202302119907,23.173333333333332,8.153925132007862,5.017279836814924,9.53692480824017e-08
merge_sort,200,0.005007164818899972,O(n log n),4886,0.12214694632634183,24.43,8.494333897270154,5.303304908059076,1.2517599107272247e-07
merge_sort,210,0.004578760692051479,O(n log n),5206,0.11804720981383642,24.79047619047619,8.557759153162898,5.351858133476067,1.0382441876718167e-07
merge_sort,350,0.008011388778686523,O(n log n),9426,0.0769463106423621,26.931428571428572,9.15133319139615,5.860786223465865,6.539855820512912e-08
merge_sort,400,0.0070098876953125,O(n log n),11018,0.06886206961206492,27.545,9.307376334487778,5.993961427306569,4.3811524273676414e-08
merge_sort,450,0.010015249252319336,O(n log n),12616,0.06230092690900292,28.035555555555554,9.442800389927742,6.111467339502679,4.94577767631732e-08
merge_sort,550,0.011616897583007813,O(n log n),15916,0.052614702100158346,28.938181818181818,9.675142999429854,6.311734809152915,3.840284026501669e-08
merge_sort,660,0.014826297760009766,O(n log n),19618,0.04503662755595143,29.724242424242423,9.884253763420828,6.493753839851686,3.403641809823615e-08
quick_sort,10,0.00010035037994384765,O(n log n),83,0.8217821782178217,8.3,4.430816798843313,2.3978952727983707,9.935681182559173e-07
quick_sort,15,0.00030040740966796875,O(n log n),170,0.7522123893805309,11.333333333333334,5.14166355650266,2.772588722239781,1.3292363259644635e-06
quick_sort,20,0.00010018348693847656,O(n log n),263,0.655860349127182,13.15,5.575949103146316,3.044522437723423,2.4983413201615103e-07
quick_sort,25,0.00010008811950683594,O(n log n),326,0.5207667731629393,13.04,5.7899601708972535,3.258096538021482,1.5988517493104782e-07
quick_sort,30,0.00010027885437011719,O(n log n),426,0.4728079911209767,14.2,6.056784013228625,3.4339872044851463,1.1129728564940866e-07
quick_sort,50,0.00040051937103271487,O(n log n),1049,0.41943222710915634,20.98,6.956545443151569,3.9318256327243257,1.6014369093671126e-07
quick_sort,75,0.0010020732879638672,O(n log n),1402,0.24920014219694275,18.69333333333333,7.246368080102461,4.330733340286331,1.781146974695818e-07
quick_sort,100,0.0018027305603027343,O(n log n),2341,0.23407659234076592,23.41,7.758760544157663,4.61512051684126,1.802550305272207e-07
quick_sort,150,0.002146482467651367,O(n log n),3796,0.16870361317274787,25.30666666666667,8.241966560231802,5.017279836814924,9.539498100757153e-08
quick_sort,200,0.003290278570992606,O(n log n),4913,0.1228219294517637,24.565,8.499843553081124,5.303304908059076,8.225490790211759e-08
quick_sort,210,0.004006317683628627,O(n log n),5564,0.1261649395705313,26.495238095238093,8.624252263709645,5.351858133476067,9.084414602001378e-08
quick_sort,350,0.006609916687011719,O(n log n),9261,0.07559938286218072,26.46,9.133675287040697,5.860786223465865,5.3958063093458164e-08
quick_sort,400,0.007610797882080078,O(n log n),11894,0.07433703539352879,29.735,9.383873422737057,5.993961427306569,4.756718946806631e-08
quick_sort,450,0.009613656997680664,O(n log n),14341,0.07081940336097106,31.86888888888889,9.57094757444252,6.111467339502679,4.7474614928719676e-08
quick_sort,550,0.0076100826263427734,O(n log n),15271,0.05048247774387523,27.765454545454546,9.633776365405584,6.311734809152915,2.515721477397686e-08
quick_sort,660,0.013018560409545899,O(n log n),22791,0.05232081652705113,34.53181818181818,10.034164876177744,6.493753839851686,2.98864337077874e-08
